
category,sku,model
REF	7400000009	SRREF-SS300-FTDS230-RG
REF	7400000010	SRREF-SS500-FTDS230Z-RG
REF	7400000013	SRREF-SS100-FTDS185V
REF	7400000018	SRREF-SS300-FTDS200-RG
REF	7400000019	SRREF-SS300-FTDS200-BUG
REF	7400000020	SRREF-SS100-FTDS200V
REF	7400000021	SRREF-SS100-FTDS155V
REF	7400000022	SRREF-SS100-FBDS185V
REF	7400000023	SRREF-SS100-FBDS225V
REF	7400000024	SRREF-SS500-FBDS225Z-RG
REF	7400000025	SRREF-SS500-FBDS225Z-BG
REF	7400000026	SRREF-SS300-FBDS225-BG
REF	7400000028	SRREF-SS300-FBDS225-RG
REF	7400000032	SRREF-SS300-FTDS277-RG
REF	7400000033	SRREF-SS300-FTDS257-RG
REF	7400000034	SRREF-SS300-FTDS257-BG
REF	7400000036	SRREF-SS300-FTDS277-BG
REF	7400000038	BOREF-BS5-FTDS23Z-BG
REF	7400000039	BOREF-BS5-FBDS26Z-BG
REF	7400000040	SRREF-SS500-FTDS257ZWF-RG
REF	7400000041	SRREF-SS500-FTDS277ZWF-BG
REF	7400000042	SRREF-SS500-FTDS277ZWF-RG
REF	7400000043	SRREF-SS500-FTDS257ZWF-BG
REF	7400000044	BOREF-B3RDSB330ZGB
REF	7400000045	BOREF-B3RDSB330ZGB
REF	7400000046	BOREF-B3RDSB330AGB
REF	7400000047	BOREF-B3RDSB355AGB
REF	7400000048	BOREF-B7RDSS330AIDDBG
REF	7400000049	BOREF-B7RDSS355AIDDBG
REF	7400000050	BOREF-B5RDSB257AGB
REF	7400000051	BOREF-B5RDSB277AGB
REF	7400000052	SRREF-SS300-FBDS185NS-RG
REF	7400000053	SRREF-SS300-FBDS185NS-BG
REF	7400000054	SRREF-SS100-FBDS185NSV
REF	7400000058	SRREF-SS300-FTDS185NS-BUG
REF	7400000059	SRREF-SS300-FTDS185NS-BG
REF	7400000060	SRREF-SS300-FTDS185NSV
REF	7400000061	SRREF-SS300-FTDS155NSL-RG
REF	7400000062	SRREF-SS300-FTDS155NSL-BG
REF	7400000063	SRREF-SS100-FTDS155NSV
REF	7400000065	BOREF-B500-FBDS225ZBG
REF	7400000068	BOREF-B500-FTDS277ABG
REF	7400000069	BOREF-B500-FTDS257ABG
REF	7400000072	SRREF-SS300-FTDS157-WE-RG
REF	7400000073	SRREF-SS300-FTDS185-WE-RG
REF	7400000074	SRREF-SS300-FBDS185-WE-RG
REF	7400000075	SRREF-SS300-FTDS200-WE-RG
REF	7400000076	SRREF-SS300-FTDS230-WE-MG
REF	7400000077	SRREF-SS300-FTDS277-WE-MG
REF	7400000078	SRREF-SS300-FBDS260-WE-MG
REF	7400000079	SRREFSS300-FBDS225-WE-MG
REF	7400000082	BOREF-B5RDNS325ZISG
REF	7400000093	SRREF-SS300-FTDS230-NBG
REF	7400000094	SRREF-SS300-FTDS230-NRG
REF	7400000095	SRREF-SS300-FBDS260-NBG
